TRAITIDKEY,SPECIESID,GENUS,EPITHET,HMF CODE,F_Group,GENERAL FORM,FAMILY,ORIGIN,Height(m),Defenses,N-fixation,Mycorrhizae,Life_History,PI,LeafArea,WetMass,DryMass,NumberofLeaves,AvgLeafArea,AvgWetMass,AvgDryMass,WaterContent,SLA (cm^2/g),Start_FLR,Start_FLR1,End_FLR,End_FLR1,FlowerDuration,FLR_color,Pollination,Fruit,Dispersal,Vegetative,Seed Mass (mg),Seed Mass1 (mg),Seed Mass 2 (mg),Seed Mass 3 (mg),SeedSourceType,Raunkiaer,Grime,Leaf_N,Leaf_C,Leaf_P,Leaf_C:N,Leaf_K,Leaf_Ca,Leaf_Mg,delta_N,delta_C,1C_DNA_content
311,627,Rhamnus,carthartica,,,,Rhamnaceae,,6,TRUE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.33
312,629,Robinia,pseudoacacia,,,,Fabaceae,,25,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,White,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.65
63,630,Rubus,allegheniensis,shrub/vine,Shrub/vine,Shrub,Rosaceae,N,2,TRUE,FALSE,endomycorrhizal,Perennial,0,709.71,13.63,5.36,11,64.51909291,1.239090919,0.487272739,71.77%,132.41,May,5,July,6,2,White,Biotic,Fleshy,Biotic,TRUE,2.7,2.7,0,0,Seed,Hemicryptophyte,,1.83,44.76,0.18,24.42,0.01,0.01,0.01,-1.69,-28.39,0.30
313,632,Rubus,hispidus,,,,Rosaceae,,0,TRUE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
73,634,Rubus,phoenicolasius,shrub/vine,Shrub/vine,Shrub,Rosaceae,E,2,TRUE,FALSE,endomycorrhizal,Perennial,0,1305.37,12.84,4.24,13,100.4130765,0.987692319,0.326153829,75.18%,307.87,June,6,June,6,1,White,Biotic,Fleshy,Biotic,TRUE,0,,,,,Hemicryptophyte,,2.13,43.69,0.24,20.51,0.01,0.01,0.00,-1.28,-29.80,
70,635,Rubus,occidentalis,shrub/vine,Shrub/vine,Shrub,Rosaceae,N,0,TRUE,FALSE,endomycorrhizal,Perennial,0,810.2,9.99,3.49,13,62.32307786,0.768461521,0.268461539,74.11%,232.15,May,5,June,6,2,White,Biotic,Fleshy,Biotic,TRUE,1.36,1.36,0,0,,Hemicryptophyte,,2.22,42.63,0.23,19.24,0.02,0.00,0.00,-0.78,-27.92,0.30
314,636,Rubus,stringosus,,,,Rosaceae,,2,TRUE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
315,639,Rudbeckia,triloba,,,,Asteraceae,,1.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,October,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
316,640,Rudbeckia,hirta,,,,Asteraceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,October,0,0,Yellow/orange,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,6.50
163,645,Rumex,acetosella,Herb,Forb,Perennial,Polygonaceae,E,0.4,FALSE,FALSE,none,Perennial,0,25.66,1.15,0.14,10,2.565999985,0.114999998,0.014,89.15%,183.29,May,5,August,9,,Green,Abiotic,Dry,Abiotic,TRUE,0.465,0.465,0,0,Seed,Hemicryptophyte,CSR to SR,2.31,41.96,0.25,18.14,0.01,0.00,0.00,-0.56,-29.21,1.68
160,650,Rumex,crispus,Herb,Forb,Perennial,Polygonaceae,E,1,FALSE,FALSE,endomycorrhizal,Perennial,0,4081.09,186.73,36.66,11,371.0081898,16.97545416,3.332727259,83.59%,111.32,April,4,May,5,2,Green,Abiotic,Dry,Abiotic,TRUE,1.33,1.33,,,Germinule,Hemicryptophyte,CR to R,3.35,41.99,0.29,12.54,0.04,0.00,0.01,4.17,-30.72,4.40
28,652,Sassafras,albidum,Tree,Tree,Tree,Lauraceae,N,20,FALSE,FALSE,No Info,Perennial,0,581.11,7.45,2.23,11,52.82818049,0.67727271,0.202727274,76.96%,260.59,April,4,May,5,2,Yellow,Biotic,Fleshy,Biotic,TRUE,78.21,78.21,0,0,,Phanerophyte,,2.95,45.56,0.23,15.46,0.01,0.00,0.00,-1.34,-31.18,
317,654,Sanicula,gregaria,,,,Apiaceae,,0.8,FALSE,FALSE,No Info,,0,52.11,0.49,0.1186,1,52.11000061,0.49000001,0.118600003,80.51%,439.38,June,0,August,0,0,Green,Biotic,,Biotic,FALSE,0,0,0,0,,,,2.18,40.78,0.33,18.68,0.03,0.01,0.00,-1.37,-33.95,
318,655,Scleranthus,annuus,,,,Caryophyllaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,October,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
319,660,Scenecio,vulgaris,,,,Asteraceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,October,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.58
122,666,Setaria,faberi,Herb,Graminoid,Annual,Poaceae,E,0.5,FALSE,FALSE,No Info,Annual,0,323.92,5.05,1.69,10,32.39200134,0.505000019,0.169000006,74.93%,191.67,July,7,October,10,4,Green,Abiotic,Dry,Abiotic,FALSE,0.875,0.875,0,0,Seed,Therophyte,,1.39,41.81,0.28,30.00,0.02,0.00,0.00,-0.24,-11.89,1.63
320,668,Setaria,glauca,,,,Poaceae,,1.2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,October,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.28
321,669,Setaria,viridis,,,,Poaceae,,0.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.80
322,670,Sida,spinosa,,,,Malvaceae,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,October,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
323,671,Silene,antirrhina,,,,Caryophyllaceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,Red/pink,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
324,672,Silene,vulgaris,,,,Caryophyllaceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.13
325,675,Sisyrinchium,angustifolium,,,,Iridaceae,,0.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,Purple/blue,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
34,677,Smilax,rotundifolium,shrub/vine,Shrub/vine,Liana,Smilacaceae,N,6,TRUE,FALSE,No Info,Perennial,0,388.48,5.73,1.54,10,38.8480011,0.573000002,0.153999996,78.82%,252.26,May,5,June,6,2,White,Biotic,Fleshy,Biotic,TRUE,0,,,,,Phanerophyte,,,,,,,,,,,
326,684,Solanum,nigrum,,,,Solanaceae,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,October,0,0,White,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,3.10
62,685,Solanum,carolinense,Herb,Forb,Perennial,Solanaceae,N,1,TRUE,FALSE,No Info,Perennial,0,239.56,5.27,1.17,13,18.42769212,0.405384614,0.089999997,81.83%,204.75,June,6,September,9,4,White,Biotic,Dry,Biotic,FALSE,1.886,1.886,0,0,Seed,Geophyte,,2.50,43.78,0.25,17.54,0.01,0.01,0.01,-1.70,-28.30,1.20
327,686,Solanum,dulcamara,,,,Solanaceae,,3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,August,0,0,Purple/blue,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.80
16,690,Solidago,canadensis,Herb,Forb,Perennial,Asteraceae,N,2,FALSE,FALSE,endomycorrhizal,Perennial,0,88.1,2.34,0.66,11,8.00909077,0.212727265,0.060000002,78.00%,133.48,July,7,October,10,4,Yellow,Biotic,Dry,Abiotic,TRUE,0.063,0.063,0,0,Seed,Hemicryptophyte,,1.96,44.68,0.25,22.79,0.02,0.01,0.00,-2.95,-28.22,1.58
9,695,Euthamia,graminifolia,Herb,Forb,Perennial,Asteraceae,N,1,FALSE,FALSE,No Info,Perennial,0,42.02,0.64,0.28,10,4.202000046,0.063999999,0.028,69.57%,150.07,July,7,November,11,5,Yellow,Biotic,Dry,Abiotic,TRUE,0.07,0.07,0,0,Diaspore,Geophyte,,2.30,45.38,0.24,19.74,0.02,0.00,0.00,-2.87,-29.76,
8,700,Solidago,juncea,Herb,Forb,Perennial,Asteraceae,N,1.2,FALSE,FALSE,endomycorrhizal,Perennial,0,190.25,3.95,1.03,10,19.025,0.395000005,0.102999997,79.32%,184.71,July,7,October,10,4,Yellow,Biotic,Dry,Abiotic,TRUE,0.113,0.113,0,0,Seed,Hemicryptophyte,,1.53,43.63,0.23,28.50,0.03,0.00,0.00,-2.63,-30.39,
50,705,Solidago,nemoralis,Herb,Forb,Perennial,Asteraceae,N,1,FALSE,FALSE,endomycorrhizal,Perennial,0,173.98,4.57,1.29,12,14.49833298,0.380833348,0.107499997,77.99%,134.87,June,6,October,10,5,Yellow,Biotic,Dry,Abiotic,TRUE,0.06,0.06,0,0,Seed,Hemicryptophyte,,1.33,46.84,0.17,35.25,0.01,0.01,0.00,-2.19,-26.92,1.70
11,710,Solidago,rugosa,Herb,Forb,Perennial,Asteraceae,N,2.5,FALSE,FALSE,endomycorrhizal,Perennial,0,128.4,2.54,0.87,10,12.83999939,0.253999996,0.087,74.49%,147.59,August,8,November,11,4,Yellow,Biotic,Dry,Abiotic,TRUE,0.083,0.083,0,0,Seed,Hemicryptophyte,,1.86,44.03,0.27,23.71,0.02,0.00,0.00,-3.19,-28.28,
58,713,Solidago,gigantea,Herb,Forb,Perennial,Asteraceae,N,2,FALSE,FALSE,endomycorrhizal,Perennial,0,105.29,1.72,0.6,10,10.52900009,0.172000003,0.060000002,74.14%,175.48,July,7,October,10,4,Yellow,Biotic,Dry,Abiotic,TRUE,0.06,0.06,0,0,Diaspore,Hemicryptophyte,,2.20,43.92,0.29,20.00,0.02,0.00,0.00,-1.98,-30.92,1.82
328,725,Sorghum,halepense,,,,Poaceae,,1.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,August,0,October,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.65
329,735,Triodanis,perfoliata,,,,Campanulaceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,Blue,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
330,740,Stachys,annua,,,,Lamiaceae,,0.3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
137,745,Stellaria,media,Herb,Forb,Annual,Caryophyllaceae,E,0.3,FALSE,FALSE,none,Annual,0,0,0,0,1,0,0,0,0.00%,0.00,March,3,November,11,9,White,Biotic,Dry,Abiotic,TRUE,0.35,0.35,0,0,Seed,Therophyte,,,,,,,,,,,1.05
161,750,Taraxacum,officinale,Herb,Forb,Biennial,Asteraceae,E,0.02,FALSE,FALSE,endomycorrhizal,Perennial,0,409.5,12.33,1.78,10,40.95,1.232999992,0.177999997,87.38%,230.06,May,5,December,12,8,Yellow,Biotic,Dry,Abiotic,FALSE,0.64,0.64,0,0,Seed,Hemicryptophyte,R to CSR,3.21,39.24,0.52,12.22,0.03,0.01,0.00,1.48,-29.29,1.28
331,751,Taxus,canadensis,,,,Taxaceae,,1.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,0,0,0,0,0,,Abiotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,11.60
332,755,Tragopogon,dubius,,,,Asteraceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,2.94
333,756,Tragopogon,pratensis,,,,Asteraceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,August,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
126,758,Tridens,flavus,Herb,Graminoid,Perennial,Poaceae,N,1.5,FALSE,FALSE,No Info,Perennial,0,0,0,0,1,0,0,0,0.00%,0.00,July,7,September,9,3,Green,Abiotic,Dry,Abiotic,FALSE,0.84,0.84,0,0,Seed,Hemicryptophyte,,,,,,,,,,,
334,760,Trifolium,arvense,,,,Fabaceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.39
124,761,Trifolium,aureum,Herb,Forb,Biennial,Fabaceae,E,0.5,FALSE,TRUE,endomycorrhizal,Annual,0,21.49,0.26,0.06,10,2.148999977,0.025999999,0.006,81.25%,358.17,June,6,November,11,6,Yellow,Biotic,Dry,Abiotic,FALSE,0.68,0.68,0,0,Seed,Therophyte,,3.13,44.91,0.16,14.34,0.01,0.01,0.00,-1.65,-31.64,0.38
335,763,Trifolium,dubium,,,,Fabaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,October,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
97,765,Trifolium,hybridum,Herb,Forb,Perennial,Fabaceae,E,0.8,FALSE,TRUE,endomycorrhizal,Perennial,0,60.16,1.49,0.33,10,6.015999985,0.149000001,0.033000001,81.87%,182.30,May,5,October,10,6,Yellow,Biotic,Dry,Abiotic,FALSE,0.642,0.642,0,0,Diaspore,Hemicryptophyte,,,,,,,,,,,0.62
22,770,Trifolium,pratense,Herb,Forb,Biennial,Fabaceae,E,0.8,FALSE,TRUE,endomycorrhizal,Perennial,0,116.17,2.8,0.69,10,11.61699982,0.279999995,0.069,80.23%,168.36,May,5,October,10,6,Purple/blue,Biotic,Dry,Abiotic,FALSE,1.35,1.35,0,0,Diaspore,Hemicryptophyte,CSR,3.77,42.54,0.22,11.27,0.02,0.01,0.00,-0.90,-30.21,0.43
336,772,Trifolium,campestre,,,,Fabaceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.37
162,775,Trifolium,repens,Herb,Forb,Perennial,Fabaceae,E,0.1,FALSE,TRUE,endomycorrhizal,Perennial,0,61.1,1.24,0.26,15,4.073333232,0.082666667,0.017333333,82.67%,235.00,May,5,October,10,6,White,Biotic,Dry,Abiotic,TRUE,0.409,0.409,0,0,Seed,Hemicryptophyte,CSR to CR,4.21,41.54,0.33,9.87,0.01,0.01,0.00,-1.63,-29.24,1.12
337,777,Ulmus,rubra,,,,Ulmaceae,,20,FALSE,FALSE,No Info,,0,146,2.33,0.8684,4,36.5,0.582499981,0.217099994,72.85%,168.13,March,0,April,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,1.81,41.38,0.24,22.82,0.01,0.01,0.00,-1.81,-29.78,2.00
338,778,Urtica,dioica,,,,Urticaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,September,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.58
104,779,Ulmus,americana,Tree,Tree,Tree,Ulmaceae,N,40,FALSE,FALSE,ectomycorrhizal,Perennial,0,412.99,6.42,2.45,10,41.29899902,0.642000008,0.245000005,72.38%,168.57,March,3,April,4,2,Green,Abiotic,Dry,Abiotic,FALSE,3.757,3.757,0,0,Seed,Phanerophyte,,,,,,,,,,,3.20
86,780,Verbascum,blattaria,Herb,Forb,Biennial,Scrophulariaceae,E,1.2,FALSE,FALSE,none,Biennial,0,158.75,3.81,0.7,10,15.875,0.380999994,0.069999999,84.48%,226.79,May,5,July,7,3,Yellow,Biotic,Dry,Abiotic,FALSE,0.11,0.11,0,0,Seed,Hemicryptophyte,,,,,,,,,,,
339,782,Ulmus,pumila,,,,Ulmaceae,,25,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,March,0,April,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
340,785,Verbascum,thapsus,,,,Scrophulariaceae,,2,FALSE,FALSE,No Info,,0,86.05,3.31,0.8297,3,28.68333435,1.103333314,0.276566664,79.96%,103.71,June,0,September,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,0.69,44.11,0.19,63.48,0.01,0.01,0.00,-1.92,-29.52,
341,790,Verbena,hastata,,,,Verbenaceae,,1.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,October,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.60
342,791,Verbena,urticifolia,,,,Verbenaceae,,1.5,FALSE,FALSE,No Info,,0,296.37,3.64,0.8503,6,49.39499919,0.606666684,0.141716669,81.06%,348.55,June,0,October,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,3.18,38.34,0.67,12.06,0.02,0.01,0.01,5.27,-30.37,0.64
343,793,Vernonia,noveboracensis,,,,Scrophulariaceae,,2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,Purple/blue,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
344,794,Veronica,serpyllifolia,,,,Scrophulariaceae,,0.3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,August,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.44
131,796,Veronica,officinalis,Herb,Forb,Perennial,Scrophulariaceae,E,0.25,FALSE,FALSE,endomycorrhizal,Perennial,0,37.15,0.46,0.0897,9,4.127777947,0.051111112,0.009966666,83.68%,414.16,May,5,September,9,5,Purple/blue,Biotic,Dry,Abiotic,TRUE,0.11,0.11,0,0,Diaspore,Chamaephyte,,2.11,43.31,0.27,20.57,0.02,0.00,0.00,-1.88,-34.08,0.90
345,797,Veronica,arvensis,,,,Scrophulariaceae,,0.3,FALSE,FALSE,No Info,,0,,,,,,,,,,April,0,September,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.33
346,798,Veronica,peregrina,,,,Scrophulariaceae,,0.3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,April,0,September,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.95
38,800,Viburnum,prunifolium,shrub/vine,Shrub/vine,Shrub,Caprifoliaceae,N,8,FALSE,FALSE,No Info,Perennial,0,173.79,3.46,1.41,12,14.48249944,0.288333337,0.117499997,71.05%,123.26,May,5,May,5,1,White,Biotic,Fleshy,Biotic,FALSE,124,124,,,Seed,Phanerophyte,,1.43,45.28,0.15,31.69,0.01,0.01,0.00,-3.17,-28.10,
103,801,Viburnum,dentatum,shrub/vine,Shrub/vine,Shrub,Caprifoliaceae,N,5,FALSE,FALSE,No Info,Perennial,0,209.68,3.24,1.2,10,20.96799927,0.324000001,0.120000005,72.97%,174.73,May,5,June,6,2,White,Biotic,Fleshy,Biotic,FALSE,38.3,38.3,0,0,Seed,Phanerophyte,,1.67,46.73,0.18,27.91,0.01,0.01,0.00,-3.47,-28.65,5.10
347,802,Viburnum,acerifolium,,,,Caprifoliaceae,,2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,White,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,3.10
92,805,Vicia,villosa,Herb,Forb,Biennial,Fabaceae,E,1,FALSE,TRUE,No Info,Annual,0,34.43,0.67,0.08,2,17.21500015,0.335000008,0.039999999,89.33%,430.38,May,5,September,9,5,Purple/blue,Biotic,Dry,Abiotic,FALSE,24.2,24.2,0,0,Seed,Therophyte,,,,,,,,,,,2.28
348,806,Viola,sororia,,,,Violaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,March,0,June,0,0,Purple/blue,Biotic,Dry,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.50
349,809,Vitis,riparia,,,,Vitaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.48
358,810,Viola,sp.,,,,,,0.4,FALSE,FALSE,No Info,,0,85.86,1.01,0.1857,3,28.6200002,0.336666663,0.0619,84.47%,462.36,0,0,0,0,0,,,,,FALSE,0,0,0,0,,,,2.94,37.89,0.28,12.87,0.04,0.01,0.01,-1.11,-33.26,
59,811,Vitis,sp.,shrub/vine,Shrub/vine,Liana,Vitaceae,N,40,FALSE,FALSE,No Info,Perennial,0,1326.67,23.56,7.96,11,120.6063676,2.141818133,0.723636367,74.75%,166.67,May,5,May,5,1,Green,Biotic,Fleshy,Biotic,FALSE,0,,,,,Phanerophyte,,1.93,44.05,0.18,22.81,0.01,0.01,0.00,-1.70,-26.97,0.50
350,812,Vitis,vulpina,,,,Vitaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.45
351,813,Vitis,palmata,,,,Vitaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
352,815,Vitis,labrusca,,,,Vitaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.53
353,816,Vitis,aestivalis,,,,Vitaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Biotic,Fleshy,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.53
